obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs435,Van der Graaf 2002,2002,8.08,2.72,10,23.17,4.43,10
obs436,Van der Graaf 2002,2002,6.84,3.42,10,19.16,7.84,10
obs437,Van der Graaf 2002,2002,16.36,4.04,10,27.88,8.1,10
obs438,Van der Graaf 2002,2002,3.4,,,3.5,,
obs439,Van der Graaf 2002,2002,2.4,,,2.5,,
obs440,Van der Graaf 2007,2007,8.7,1.886107102,6,7,1.322724461,6
obs441,Van der Graaf 2007,2007,17.55,2.033076487,6,15.7,3.208831563,6
obs442,Van der Graaf 2007,2007,14.5,1.959591794,6,7.04,4.09064787,6
obs443,Van der Graaf 2007,2007,3.93,2.082066281,6,2.31,2.253530563,6
obs444,Van der Graaf 2007,2007,16.7,4.164132563,6,18.09,3.012872384,6
obs445,Van der Graaf 2007,2007,11.03,5.094938665,6,6.48,1.837117307,6
obs446,Van Klink et al 2015,2015,,,,,,
obs447,Van Klink et al 2015,2015,,,,,,
obs448,Van Klink et al 2015,2015,,,,,,
obs449,Van Klink et al 2015,2015,263.79,95.89,8,225.2,106.23,8
obs450,Van Klink et al 2015,2015,263.79,95.89,8,90.48,98.83,8
obs451,Van Klink et al 2015,2015,263.79,95.89,8,-13.85,95.89,8
obs452,Van Klink et al 2015,2015,,,,,,
obs453,Van Klink et al 2015,2015,,,,,,
obs454,Van Klink et al 2015,2015,,,,,,
obs455,Van Klink et al 2015,2015,,,,,,
obs456,Van Klink et al 2015,2015,,,,,,
obs457,Van Klink et al 2015,2015,,,,,,
obs458,Van Klink et al 2015,2015,,,,,,
obs459,Van Klink et al 2015,2015,263.79,95.89,8,68.36,101.7,8
obs460,Van Klink et al 2015,2015,,,,,,
obs461,Van Klink et al 2015,2015,,,,,,
obs462,Van Klink et al 2013,2013,24.5,,,5,,
obs463,Van Klink et al 2013,2013,4.1,,,7.3,,
obs464,Van Klink et al 2013,2013,20,16.32,144,12.3,9.96,144
obs465,Van Klink et al 2013,2013,31.8,11.7,9,19.3,9.9,9
obs466,Van Klink et al 2013,2013,31.8,11.7,9,29.3,11.4,9
obs467,Van Wijnen et al 1997,1997,,,,,,
obs468,Veeneklaas et al 2011,2011,16.8,3.6,5,41.8,3.4,5
obs469,Veenklaas et al 2015,2015,,,,,,
obs470,Veenklaas et al 2015,2015,,,,,,
obs471,Wanner et al 2014,2014,44.9,7,19,51.5,11.9,7
obs472,Wanner et al 2014,2014,44.9,7,19,42.1,12.8,12
obs473,Wasson & Woolfolk 2011,2011,96,,,53,,
obs474,Wasson & Woolfolk 2011,2011,4.8,,,2.7,,
obs475,Whitcraft & Levin 2007,2007,31.4,6.505382387,8,29.2,13.29360749,8
obs476,Whitcraft & Levin 2007,2007,16.8,1.697056275,8,18.4,0.848528137,8
obs477,Whitcraft & Levin 2007,2007,30.4,8.768124087,8,29.8,6.788225099,8
obs478,Whitcraft & Levin 2007,2007,12.1,0.848528137,8,14.6,5.9,8
obs479,Whitcraft & Levin 2007,2007,39.9,1.414213562,8,41.6,5.091168825,8
obs480,Whitcraft & Levin 2007,2007,-151.04,139.5263101,8,-84.5,132.426958,8
obs481,Whitcraft & Levin 2007,2007,174.6,60,8,123.1,49.5,8
obs482,Whitcraft & Levin 2007,2007,8.75,2.26,8,7.75,1.5,8
obs483,Whitcraft & Levin 2007,2007,44.8,5.374011537,8,59.1,16.7,8
obs484,Whitcraft & Levin 2007,2007,-22.06,123.9133923,8,-14.2,83.15575747,8
obs485,Whitcraft & Levin 2007,2007,77.9,63.6,8,46.3,44.4,8
obs486,Whitcraft & Levin 2007,2007,6.5,2.3,8,5,3.3,8
obs487,Wood et al 1987,1987,218,95.3,3,43,10.4,3
obs488,Yang et al 2008,2008,119,,19,39.3,,12
obs489,Yang et al 2008,2008,70.6,,19,28.1,,12
obs490,Yates 1982,1982,,,,,,
obs491,Yu & Chmura 2010,2010,0.025,0.003,104,0.032,0.004,32
obs492,Yu & Chmura 2010,2010,10.9,,,13.5,,
obs493,Yu & Chmura 2010,2010,0.29,0.15,,0.36,0.08,
obs494,Yu & Chmura 2010,2010,9,9,,12,6,
obs495,Yu & Chmura 2010,2010,6.5,0.4,,6.3,0.4,
obs496,Yu & Chmura 2010,2010,440,77,,285,72,
obs497,Yu & Chmura 2010,2010,3,1,,7,3,
obs498,Yu & Chmura 2010,2010,322,103,,124,70,
