obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs026,"Koivisto & Westerbom, 2010",2010,11.6,11.56543268,10,25.7,19.3960512,10
obs027,"Koivisto & Westerbom, 2010",2010,6,1.897,10,10.8,3.162,10
obs028,"Lohrer et al., 2013",2013,9.033666667,8.510948929,6,15.451,14.45013128,6
obs029,"Mistri, 2002",2002,8.458823529,15.54192315,3,37.32352941,66.47106202,3
obs030,"Mistri, 2002",2002,39.33846154,60.1585752,3,419.1461538,760.5016744,3
obs031,"Mistri, 2002",2002,0.35,0.980049999,3,3.75,9.786280524,3
obs032,"Norling & Kautsky, 2007",2007,4.166666667,20.36552897,7,571.9166667,1066.248408,7
obs033,"Norling & Kautsky, 2007",2007,340.8571429,337.4091518,7,419.4285714,938.943338,7
obs034,"Norling & Kautsky, 2007",2007,0,0,7,522.6666667,325.0902679,7
obs035,"Norling & Kautsky, 2008",2008,0.365555556,0.770158648,5,0.986666667,0.714711519,5
obs036,"Norling & Kautsky, 2008",2008,0.7,1.077767136,5,9.948,8.511455757,5
obs037,"Norling & Kautsky, 2008",2008,0,0,5,0.1,0.022,4
obs038,"Ojeda & Dearborn, 1989",1989,1.2,1.697,18,4.1,4.4,16
obs039,"Ojeda & Dearborn, 1989",1989,2.4,2.323743388,18,8.766666667,7.787168934,16
obs040,"Padilla, 2010",2010,1.875,0.649510585,10,5.575,0.948555569,10
obs041,"Rodney & Paynter, 2006",2006,330.905,395.2426348,4,699.5205,740.9344467,4
obs042,"Rodney & Paynter, 2006",2006,135.147875,317.0914105,4,543.57025,597.6739462,4
obs043,"Rodney & Paynter, 2006",2006,58.2,95.12738827,4,3360.9,2489.610194,4
obs044,"Stunz et al., 2010",2010,0.129571429,1.003636272,39,1.779142857,5.812557834,40
obs045,"Thiel & Reise, 1993",1993,0.226214286,0.382255291,6,4.874285714,4.507909062,6
obs046,"Thiel & Dernedde, 1994",1994,1.794466667,1.93001996,6,8.952266667,161.5222134,6
obs047,"Tokeshi & Romero, 1995",1995,1.982333333,1.37492715,10,0.7,0.187905118,10
obs048,"Tolley & Volety, 2005",2005,3.97625,4.877016122,12,30.4405,15.3674075,18
obs049,"Witman, 1985",1985,234.0666667,325.7128029,5,103.6666667,80.79622516,5
obs050,"Ysebaert et al., 2009",2009,129.6715,258.88932,25,58.75,168.6704958,25
obs051,"Zimmerman et al., 1989",1989,1.977227723,7.894739695,8,3.075987723,11.4059344,8
obs052,"Zimmerman et al., 1989",1989,0.54109589,1.359580304,8,7.635616438,13.58040493,8
obs053,"Zimmerman et al., 1989",1989,0,0,8,4.5,10.65085324,8
obs054,Keough 1985,1985,5.503333333,1.800925688,6,4.06,1.77857621,6
obs055,Keough 1988,1988,7.733333333,2.475210429,6,2.963333333,1.821171784,6
obs056,Keough 1991,1991,2.073333333,1.402378931,6,0.703333333,1.058300524,9
obs057,Harwell et al. 2011,2011,115.322,76.04395866,3,156.482,149.7115436,3
obs058,Harwell et al. 2011,2011,140.018,66.53846382,3,68.675,38.02197933,3
obs059,Humphries et al. 2011,2011,2,1.99,5,14.6,6.07,10
obs060,Humphries et al. 2011,2011,2,1.99,5,16.6,6.07,10
obs061,Humphries et al. 2011,2011,0.3,0.56,5,1.9,1.99,10
obs062,Humphries et al. 2011,2011,0.3,0.56,5,4.5,3.95,10
obs063,Norling et al. 2015,2015,62.298,21.776,3,49.394,15.727,3
obs064,Norling et al. 2015,2015,79.235,18.953,3,49.394,36.697,3
obs065,Norling et al. 2015,2015,62.298,21.776,3,35.683,17.34,3
obs066,Norling et al. 2015,2015,79.235,18.953,3,43.345,48.795,3
obs067,Norling et al. 2015,2015,145.796,38.273,3,827.054,313.838,3
obs068,Norling et al. 2015,2015,115.178,22.963,3,719.89,183.71,3
obs069,Norling et al. 2015,2015,145.796,38.273,3,490.252,114.819,3
obs070,Norling et al. 2015,2015,115.178,22.963,3,650.999,53.582,3
obs071,Sellheim et al. 2010,2010,177.705,131.7057023,10,499.54,227.4942549,10
obs072,Sellheim et al. 2010,2010,178.061,65.57298956,10,330.122,87.42749047,10
obs073,MacReadie et al. 2014,2014,9.827,5.599114216,5,12.164,4.105420807,5
obs074,Silliman,,62.44116667,161.3537295,10,128.5083333,90.54057284,10
obs075,Silliman,,20.40295833,57.43988879,10,562.2436667,512.7761064,10
obs076,kimbro,,34.3,21.95,48,199,121,48
obs077,Kent 2016,2016,36.66666667,79.73278543,14,98,294.7597892,17
obs078,Alteri et al. 2007,2007,337.1666667,777.6480963,12,1413.5,2561.763959,12
obs079,Alteri et al. 2019,2019,479,253.5698457,12,732,840.9960365,12
obs080,Angelini et al.,,45.3076,32.36091865,3,57.6876,45.76525005,3
obs081,Bell et al. 2015,2015,1.1984,3.134277672,21,0.1812,13.78471946,21
obs082,Holsman et al. 2006,2006,25.355,12.77870885,15,15.1025,47.81355038,15
obs083,Hughes et al. 2016,2016,2.14,1.41509717,6,15.68125,3.164253466,6
obs084,Ragnarrson et al,,1.533333333,2.835058494,5,9.5825,5.670116989,5
obs085,Ragnarrson et al,,11.294375,15.46564321,5,45.835625,30.93128643,5
obs086,Zhang et al. 2015,2015,8.35,0.468305824,4,17.13333333,0.811129481,4
obs087,Bertness et al,,45.5,26.34862425,10,24.64583333,79.04587276,10
obs088,Green & Crowe,,71.48,117.3138249,7,18.51333333,287.3590109,7
obs089,Green & Crowe,,7.8,17.77670526,7,14,43.5438572,7
obs090,Harding & Mann,,6.074444444,5.102069297,12,7.855555556,16.92164951,12
obs091,Nevins et al. 2014,2014,0.07,0.128685664,24,0.065,0.617154762,48
obs092,Robbillard et al. 2010,2010,0.112133333,1.007899995,12,0.088733333,13.02493842,12
