study_id,ecosystem/vegetation type,N addition (kg N ha-1 y-1),addition simplify,Fertilizer type,Fertilizer type simplify,Duration (days),Duration simplify,Species,Needle/broadleaf,C3/C4,Legume/non-legume,Deciduous/evergreen,Organ,Organ simplify 1,Organ simplify 2,mean_trt,mean_ctrl,Δ1,δ15N of fertilizer ‰,Δ2,,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,Hedages d,Vd,Vd*n,w',d',
12 ,Tree,34.286 ,< 100,NH4NO3,NH4NO3,10220 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.217 ,-2.417 ,2.199 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.8925 ,0.9651 ,95.5492,0.0105,0.0198 ,
12 ,Tree,34.138 ,< 100,NH4NO3,NH4NO3,10585 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.280 ,-3.120 ,2.840 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.4441 ,1.1645 ,115.2817,0.0087,0.0212 ,
12 ,Tree,34.000 ,< 100,NH4NO3,NH4NO3,10950 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.519 ,-2.630 ,2.111 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.8168 ,0.9417 ,93.2324,0.0107,0.0195 ,
12 ,Tree,33.871 ,< 100,NH4NO3,NH4NO3,11315 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.406 ,-2.404 ,1.998 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.7195 ,0.9131 ,90.3928,0.0111,0.0190 ,
12 ,Tree,33.750 ,< 100,NH4NO3,NH4NO3,11680 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.205 ,-1.901 ,1.697 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.4600 ,0.8443 ,83.5848,0.0120,0.0175 ,
12 ,Tree,33.529 ,< 100,NH4NO3,NH4NO3,12410 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.097 ,-3.208 ,2.111 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.8168 ,0.9417 ,93.2324,0.0107,0.0195 ,
12 ,Tree,33.429 ,< 100,NH4NO3,NH4NO3,12775 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.022 ,-3.221 ,2.199 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.8925 ,0.9651 ,95.5493,0.0105,0.0198 ,
12 ,Tree,120.000 ,100-200,NH4NO3,NH4NO3,365 ,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.305 ,0.399 ,-0.704 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.6056 ,0.6972 ,69.0258,0.0145,-0.0088 ,
12 ,Tree,120.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.506 ,0.210 ,-0.716 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.6164 ,0.6983 ,69.1349,0.0145,-0.0089 ,
12 ,Tree,120.000 ,100-200,NH4NO3,NH4NO3,1095 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.808 ,0.612 ,-1.420 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-1.2220 ,0.7911 ,78.3204,0.0128,-0.0156 ,
12 ,Tree,110.000 ,100-200,NH4NO3,NH4NO3,1460 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.494 ,0.298 ,-0.792 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.6813 ,0.7053 ,69.8296,0.0143,-0.0098 ,
12 ,Tree,104.000 ,100-200,NH4NO3,NH4NO3,1825 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.197 ,-0.192 ,0.390 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.3353 ,0.6760 ,66.9272,0.0149,0.0050 ,
12 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,2190 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.104 ,-0.092 ,-0.013 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.0108 ,0.6667 ,66.0010,0.0152,-0.0002 ,
12 ,Tree,94.286 ,< 100,NH4NO3,NH4NO3,2555 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.197 ,0.084 ,0.113 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.0973 ,0.6675 ,66.0782,0.0151,0.0015 ,
12 ,Tree,90.000 ,< 100,NH4NO3,NH4NO3,2920 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.004 ,-0.406 ,0.402 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.3461 ,0.6766 ,66.9880,0.0149,0.0052 ,
12 ,Tree,86.667 ,< 100,NH4NO3,NH4NO3,3285 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.235 ,-0.393 ,0.628 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.5407 ,0.6910 ,68.4122,0.0146,0.0079 ,
12 ,Tree,84.000 ,< 100,NH4NO3,NH4NO3,3650 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.104 ,-1.009 ,0.905 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.7786 ,0.7172 ,71.0019,0.0141,0.0110 ,
12 ,Tree,81.818 ,< 100,NH4NO3,NH4NO3,4015 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.084 ,-1.499 ,1.583 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.3626 ,0.8214 ,81.3182,0.0123,0.0168 ,
12 ,Tree,80.000 ,< 100,NH4NO3,NH4NO3,4380 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.411 ,-1.210 ,1.621 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.3951 ,0.8289 ,82.0563,0.0122,0.0170 ,
12 ,Tree,78.462 ,< 100,NH4NO3,NH4NO3,4745 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.336 ,-1.600 ,1.935 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.6654 ,0.8978 ,88.8828,0.0113,0.0187 ,
12 ,Tree,77.143 ,< 100,NH4NO3,NH4NO3,5110 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.104 ,-1.788 ,1.684 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.4491 ,0.8417 ,83.3252,0.0120,0.0174 ,
12 ,Tree,76.000 ,< 100,NH4NO3,NH4NO3,5475 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.092 ,-2.316 ,2.224 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.9142 ,0.9720 ,96.2284,0.0104,0.0199 ,
12 ,Tree,75.000 ,< 100,NH4NO3,NH4NO3,5840 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.110 ,-2.429 ,2.539 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.1845 ,1.0643 ,105.3703,0.0095,0.0207 ,
12 ,Tree,74.118 ,< 100,NH4NO3,NH4NO3,6205 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.499 ,-2.316 ,2.815 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.4225 ,1.1557 ,114.4133,0.0087,0.0212 ,
12 ,Tree,73.333 ,< 100,NH4NO3,NH4NO3,6570 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.587 ,-2.102 ,2.689 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.3143 ,1.1130 ,110.1870,0.0091,0.0210 ,
12 ,Tree,72.632 ,< 100,NH4NO3,NH4NO3,6935 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.813 ,-1.801 ,2.614 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.2494 ,1.0883 ,107.7441,0.0093,0.0209 ,
12 ,Tree,72.000 ,< 100,NH4NO3,NH4NO3,7300 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.989 ,-1.688 ,2.677 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.3035 ,1.1088 ,109.7750,0.0091,0.0210 ,
12 ,Tree,70.909 ,< 100,NH4NO3,NH4NO3,8030 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.801 ,-2.203 ,3.004 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.5847 ,1.2234 ,121.1141,0.0083,0.0213 ,
12 ,Tree,70.435 ,< 100,NH4NO3,NH4NO3,8395 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.190 ,-2.404 ,3.594 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0930 ,1.4639 ,144.9226,0.0069,0.0213 ,
12 ,Tree,70.000 ,< 100,NH4NO3,NH4NO3,8760 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.014 ,-2.316 ,3.330 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.8658 ,1.3511 ,133.7578,0.0075,0.0214 ,
12 ,Tree,69.600 ,< 100,NH4NO3,NH4NO3,9125 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.813 ,-1.713 ,2.526 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.1737 ,1.0604 ,104.9817,0.0095,0.0207 ,
12 ,Tree,69.231 ,< 100,NH4NO3,NH4NO3,9490 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.391 ,-2.014 ,3.406 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.9307 ,1.3824 ,136.8607,0.0073,0.0214 ,
12 ,Tree,68.889 ,< 100,NH4NO3,NH4NO3,9855 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.316 ,-1.411 ,2.727 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.3468 ,1.1256 ,111.4347,0.0090,0.0211 ,
12 ,Tree,68.571 ,< 100,NH4NO3,NH4NO3,10220 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.404 ,-2.417 ,3.820 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.2876 ,1.5674 ,155.1694,0.0064,0.0212 ,
12 ,Tree,68.276 ,< 100,NH4NO3,NH4NO3,10585 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.115 ,-3.120 ,4.235 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.6445 ,1.7735 ,175.5792,0.0057,0.0208 ,
12 ,Tree,68.000 ,< 100,NH4NO3,NH4NO3,10950 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.876 ,-2.630 ,3.506 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0172 ,1.4253 ,141.1062,0.0071,0.0214 ,
12 ,Tree,67.742 ,< 100,NH4NO3,NH4NO3,11315 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.901 ,-2.404 ,3.305 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.8442 ,1.3408 ,132.7390,0.0075,0.0214 ,
12 ,Tree,67.500 ,< 100,NH4NO3,NH4NO3,11680 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.115 ,-1.901 ,3.016 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.5955 ,1.2280 ,121.5765,0.0082,0.0213 ,
12 ,Tree,67.059 ,< 100,NH4NO3,NH4NO3,12410 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.185 ,-3.208 ,3.393 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.9199 ,1.3772 ,136.3389,0.0073,0.0214 ,
12 ,Tree,66.857 ,< 100,NH4NO3,NH4NO3,12775 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.399 ,-3.221 ,3.619 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.1146 ,1.4751 ,146.0302,0.0068,0.0213 ,
12 ,Tree,180.000 ,100-200,NH4NO3,NH4NO3,365 ,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.607 ,0.399 ,-1.005 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.8652 ,0.7290 ,72.1752,0.0139,-0.0120 ,
12 ,Tree,180.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.092 ,0.210 ,-0.302 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.2595 ,0.6723 ,66.5558,0.0150,-0.0039 ,
12 ,Tree,180.000 ,100-200,NH4NO3,NH4NO3,1095 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.097 ,0.612 ,-0.515 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,-0.4434 ,0.6830 ,67.6219,0.0148,-0.0066 ,
12 ,Tree,165.000 ,100-200,NH4NO3,NH4NO3,1460 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.499 ,0.298 ,0.201 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.1730 ,0.6692 ,66.2470,0.0151,0.0026 ,
12 ,Tree,156.000 ,100-200,NH4NO3,NH4NO3,1825 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.713 ,-0.192 ,0.905 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.7786 ,0.7172 ,71.0019,0.0141,0.0110 ,
12 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,2190 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.901 ,-0.092 ,0.993 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.8543 ,0.7275 ,72.0217,0.0139,0.0119 ,
12 ,Tree,141.429 ,100-200,NH4NO3,NH4NO3,2555 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.512 ,0.084 ,0.427 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.3677 ,0.6779 ,67.1154,0.0149,0.0055 ,
12 ,Tree,135.000 ,100-200,NH4NO3,NH4NO3,2920 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.914 ,-0.406 ,1.320 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.1355 ,0.7741 ,76.6377,0.0130,0.0148 ,
12 ,Tree,130.000 ,100-200,NH4NO3,NH4NO3,3285 ,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.185 ,-0.393 ,0.578 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.4975 ,0.6873 ,68.0417,0.0147,0.0073 ,
12 ,Tree,126.000 ,100-200,NH4NO3,NH4NO3,3650 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.399 ,-1.009 ,1.408 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.2112 ,0.7889 ,78.1034,0.0128,0.0155 ,
12 ,Tree,122.727 ,100-200,NH4NO3,NH4NO3,4015 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.600 ,-1.499 ,2.099 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.8060 ,0.9385 ,92.9092,0.0108,0.0194 ,
12 ,Tree,120.000 ,100-200,NH4NO3,NH4NO3,4380 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.600 ,-1.210 ,1.810 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.5573 ,0.8688 ,86.0074,0.0116,0.0181 ,
12 ,Tree,117.692 ,100-200,NH4NO3,NH4NO3,4745 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.298 ,-1.600 ,1.898 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.6330 ,0.8889 ,87.9999,0.0114,0.0186 ,
12 ,Tree,115.714 ,100-200,NH4NO3,NH4NO3,5110 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.625 ,-1.788 ,2.413 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.0764 ,1.0259 ,101.5689,0.0098,0.0204 ,
12 ,Tree,114.000 ,100-200,NH4NO3,NH4NO3,5475 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.399 ,-2.316 ,2.715 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.3359 ,1.1214 ,111.0169,0.0090,0.0210 ,
12 ,Tree,112.500 ,100-200,NH4NO3,NH4NO3,5840 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.140 ,-2.429 ,3.569 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0713 ,1.4528 ,143.8224,0.0070,0.0214 ,
12 ,Tree,111.176 ,100-200,NH4NO3,NH4NO3,6205 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.215 ,-2.316 ,3.531 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0389 ,1.4362 ,142.1870,0.0070,0.0214 ,
12 ,Tree,110.000 ,100-200,NH4NO3,NH4NO3,6570 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.266 ,-2.102 ,3.368 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.8983 ,1.3667 ,135.3006,0.0074,0.0214 ,
12 ,Tree,108.947 ,100-200,NH4NO3,NH4NO3,6935 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.693 ,-1.801 ,3.494 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0064 ,1.4199 ,140.5690,0.0071,0.0214 ,
12 ,Tree,108.000 ,100-200,NH4NO3,NH4NO3,7300 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.801 ,-1.688 ,2.488 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.1413 ,1.0488 ,103.8266,0.0096,0.0206 ,
12 ,Tree,98.182 ,< 100,NH4NO3,NH4NO3,8030 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.190 ,-2.203 ,3.393 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.9199 ,1.3772 ,136.3390,0.0073,0.0214 ,
12 ,Tree,93.913 ,< 100,NH4NO3,NH4NO3,8395 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.102 ,-2.404 ,3.506 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0172 ,1.4253 ,141.1061,0.0071,0.0214 ,
12 ,Tree,90.000 ,< 100,NH4NO3,NH4NO3,8760 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.027 ,-2.316 ,3.343 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.8767 ,1.3563 ,134.2703,0.0074,0.0214 ,
12 ,Tree,86.400 ,< 100,NH4NO3,NH4NO3,9125 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.794 ,-1.713 ,3.506 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.0173 ,1.4253 ,141.1066,0.0071,0.0214 ,
12 ,Tree,83.077 ,< 100,NH4NO3,NH4NO3,9490 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.680 ,-2.014 ,3.695 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,3.1795 ,1.5091 ,149.3992,0.0067,0.0213 ,
12 ,Tree,80.000 ,< 100,NH4NO3,NH4NO3,9855 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.215 ,-1.411 ,2.627 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.2602 ,1.0924 ,108.1464,0.0092,0.0209 ,
12 ,Tree,77.143 ,< 100,NH4NO3,NH4NO3,10220 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.285 ,-2.417 ,2.702 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.3251 ,1.1172 ,110.6011,0.0090,0.0210 ,
12 ,Tree,74.483 ,< 100,NH4NO3,NH4NO3,10585 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.197 ,-3.120 ,3.318 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.8550 ,1.3459 ,133.2476,0.0075,0.0214 ,
12 ,Tree,72.000 ,< 100,NH4NO3,NH4NO3,10950 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.305 ,-2.630 ,2.325 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.0007 ,1.0002 ,99.0226,0.0101,0.0202 ,
12 ,Tree,69.677 ,< 100,NH4NO3,NH4NO3,11315 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.399 ,-2.404 ,2.803 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,2.4116 ,1.1513 ,113.9819,0.0088,0.0212 ,
12 ,Tree,67.500 ,< 100,NH4NO3,NH4NO3,11680 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.406 ,-1.901 ,1.496 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.2869 ,0.8047 ,79.6636,0.0126,0.0162 ,
12 ,Tree,63.529 ,< 100,NH4NO3,NH4NO3,12410 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.203 ,-3.208 ,1.005 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,0.8652 ,0.7290 ,72.1752,0.0139,0.0120 ,
12 ,Tree,61.714 ,< 100,NH4NO3,NH4NO3,12775 , > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.914 ,-3.221 ,1.307 ,,,,1.020 ,0.829 ,3.000 ,3.000 ,99.000 ,0.8000 ,0.9297 ,1.1247 ,0.7721 ,76.4361,0.0131,0.0147 ,
13 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,305 ,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.659 ,-5.345 ,1.686 ,-1.480 ,-3.166 ,-3.421 ,1.487 ,1.433 ,3.000 ,3.000 ,9.000 ,0.8000 ,1.4602 ,0.9236 ,0.7378 ,6.6398,0.1506,0.1391 ,
13 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,305 ,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.820 ,-5.345 ,3.525 ,-1.480 ,-5.005 ,,0.849 ,1.433 ,3.000 ,3.000 ,9.000 ,0.8000 ,1.1782 ,2.3935 ,1.1441 ,10.2965,0.0971,0.2325 ,
