study_id,ecosystem_veg,N addition,addition simplify,Fertilizer type,Fertilizer type simplify,Duration_days,Duration simplify,Species,Needle_broadleaf,C3_C4,Legume_non-legume,Deciduous_evergreen,Organ,Organ simplify 1,Organ simplify 2,1,15N of fertilizer,2,NA,mean_trt,mean_ctrl,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,HedagesD,Vd,VdN,w,d
12,Tree,165,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.201,NA,NA,NA,0.499,0.298,1.02,0.829,3,3,99,0.8,0.9297,0.173,0.6692,66.247,0.0151,0.0026
12,Tree,156,100-200,NH4NO3,NH4NO3,1825,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.905,NA,NA,NA,0.713,-0.192,1.02,0.829,3,3,99,0.8,0.9297,0.7786,0.7172,71.0019,0.0141,0.011
12,Tree,150,100-200,NH4NO3,NH4NO3,2190,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.993,NA,NA,NA,0.901,-0.092,1.02,0.829,3,3,99,0.8,0.9297,0.8543,0.7275,72.0217,0.0139,0.0119
12,Tree,141.429,100-200,NH4NO3,NH4NO3,2555,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.427,NA,NA,NA,0.512,0.084,1.02,0.829,3,3,99,0.8,0.9297,0.3677,0.6779,67.1154,0.0149,0.0055
12,Tree,135,100-200,NH4NO3,NH4NO3,2920,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.32,NA,NA,NA,0.914,-0.406,1.02,0.829,3,3,99,0.8,0.9297,1.1355,0.7741,76.6377,0.013,0.0148
12,Tree,130,100-200,NH4NO3,NH4NO3,3285,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.578,NA,NA,NA,0.185,-0.393,1.02,0.829,3,3,99,0.8,0.9297,0.4975,0.6873,68.0417,0.0147,0.0073
12,Tree,126,100-200,NH4NO3,NH4NO3,3650, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.408,NA,NA,NA,0.399,-1.009,1.02,0.829,3,3,99,0.8,0.9297,1.2112,0.7889,78.1034,0.0128,0.0155
12,Tree,122.727,100-200,NH4NO3,NH4NO3,4015, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.099,NA,NA,NA,0.6,-1.499,1.02,0.829,3,3,99,0.8,0.9297,1.806,0.9385,92.9092,0.0108,0.0194
12,Tree,120,100-200,NH4NO3,NH4NO3,4380, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.81,NA,NA,NA,0.6,-1.21,1.02,0.829,3,3,99,0.8,0.9297,1.5573,0.8688,86.0074,0.0116,0.0181
12,Tree,117.692,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.898,NA,NA,NA,0.298,-1.6,1.02,0.829,3,3,99,0.8,0.9297,1.633,0.8889,87.9999,0.0114,0.0186
12,Tree,115.714,100-200,NH4NO3,NH4NO3,5110, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.413,NA,NA,NA,0.625,-1.788,1.02,0.829,3,3,99,0.8,0.9297,2.0764,1.0259,101.5689,0.0098,0.0204
12,Tree,114,100-200,NH4NO3,NH4NO3,5475, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.715,NA,NA,NA,0.399,-2.316,1.02,0.829,3,3,99,0.8,0.9297,2.3359,1.1214,111.0169,0.009,0.021
12,Tree,112.5,100-200,NH4NO3,NH4NO3,5840, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.569,NA,NA,NA,1.14,-2.429,1.02,0.829,3,3,99,0.8,0.9297,3.0713,1.4528,143.8224,0.007,0.0214
12,Tree,111.176,100-200,NH4NO3,NH4NO3,6205, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.531,NA,NA,NA,1.215,-2.316,1.02,0.829,3,3,99,0.8,0.9297,3.0389,1.4362,142.187,0.007,0.0214
12,Tree,110,100-200,NH4NO3,NH4NO3,6570, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.368,NA,NA,NA,1.266,-2.102,1.02,0.829,3,3,99,0.8,0.9297,2.8983,1.3667,135.3006,0.0074,0.0214
12,Tree,108.947,100-200,NH4NO3,NH4NO3,6935, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.494,NA,NA,NA,1.693,-1.801,1.02,0.829,3,3,99,0.8,0.9297,3.0064,1.4199,140.569,0.0071,0.0214
12,Tree,108,100-200,NH4NO3,NH4NO3,7300, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.488,NA,NA,NA,0.801,-1.688,1.02,0.829,3,3,99,0.8,0.9297,2.1413,1.0488,103.8266,0.0096,0.0206
12,Tree,98.182,< 100,NH4NO3,NH4NO3,8030, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.393,NA,NA,NA,1.19,-2.203,1.02,0.829,3,3,99,0.8,0.9297,2.9199,1.3772,136.339,0.0073,0.0214
12,Tree,93.913,< 100,NH4NO3,NH4NO3,8395, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.506,NA,NA,NA,1.102,-2.404,1.02,0.829,3,3,99,0.8,0.9297,3.0172,1.4253,141.1061,0.0071,0.0214
12,Tree,90,< 100,NH4NO3,NH4NO3,8760, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.343,NA,NA,NA,1.027,-2.316,1.02,0.829,3,3,99,0.8,0.9297,2.8767,1.3563,134.2703,0.0074,0.0214
12,Tree,86.4,< 100,NH4NO3,NH4NO3,9125, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.506,NA,NA,NA,1.794,-1.713,1.02,0.829,3,3,99,0.8,0.9297,3.0173,1.4253,141.1066,0.0071,0.0214
12,Tree,83.077,< 100,NH4NO3,NH4NO3,9490, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.695,NA,NA,NA,1.68,-2.014,1.02,0.829,3,3,99,0.8,0.9297,3.1795,1.5091,149.3992,0.0067,0.0213
12,Tree,80,< 100,NH4NO3,NH4NO3,9855, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.627,NA,NA,NA,1.215,-1.411,1.02,0.829,3,3,99,0.8,0.9297,2.2602,1.0924,108.1464,0.0092,0.0209
12,Tree,77.143,< 100,NH4NO3,NH4NO3,10220, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.702,NA,NA,NA,0.285,-2.417,1.02,0.829,3,3,99,0.8,0.9297,2.3251,1.1172,110.6011,0.009,0.021
12,Tree,74.483,< 100,NH4NO3,NH4NO3,10585, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.318,NA,NA,NA,0.197,-3.12,1.02,0.829,3,3,99,0.8,0.9297,2.855,1.3459,133.2476,0.0075,0.0214
12,Tree,72,< 100,NH4NO3,NH4NO3,10950, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.325,NA,NA,NA,-0.305,-2.63,1.02,0.829,3,3,99,0.8,0.9297,2.0007,1.0002,99.0226,0.0101,0.0202
12,Tree,69.677,< 100,NH4NO3,NH4NO3,11315, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.803,NA,NA,NA,0.399,-2.404,1.02,0.829,3,3,99,0.8,0.9297,2.4116,1.1513,113.9819,0.0088,0.0212
12,Tree,67.5,< 100,NH4NO3,NH4NO3,11680, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.496,NA,NA,NA,-0.406,-1.901,1.02,0.829,3,3,99,0.8,0.9297,1.2869,0.8047,79.6636,0.0126,0.0162
12,Tree,63.529,< 100,NH4NO3,NH4NO3,12410, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.005,NA,NA,NA,-2.203,-3.208,1.02,0.829,3,3,99,0.8,0.9297,0.8652,0.729,72.1752,0.0139,0.012
12,Tree,61.714,< 100,NH4NO3,NH4NO3,12775, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.307,NA,NA,NA,-1.914,-3.221,1.02,0.829,3,3,99,0.8,0.9297,1.1247,0.7721,76.4361,0.0131,0.0147
13,Tree,50,< 100,NH4NO3,NH4NO3,305,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.686,-1.48,-3.166,-3.421,-3.659,-5.345,1.487,1.433,3,3,9,0.8,1.4602,0.9236,0.7378,6.6398,0.1506,0.1391
13,Tree,100,100-200,NH4NO3,NH4NO3,305,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.525,-1.48,-5.005,NA,-1.82,-5.345,0.849,1.433,3,3,9,0.8,1.1782,2.3935,1.1441,10.2965,0.0971,0.2325
13,Tree,50,< 100,NH4NO3,NH4NO3,305,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.011,-1.48,-2.491,NA,-2.372,-3.383,0.637,0.425,3,3,9,0.8,0.5414,1.4946,0.8528,7.6754,0.1303,0.1947
13,Tree,100,100-200,NH4NO3,NH4NO3,305,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.471,-1.48,-2.951,NA,-1.912,-3.383,0.743,0.425,3,3,9,0.8,0.6053,1.9445,0.9817,8.8357,0.1132,0.2201
13,Tree,50,< 100,NH4NO3,NH4NO3,305,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.429,-1.48,-1.909,NA,-2.923,-3.352,1.274,1.274,3,3,9,0.8,1.2741,0.2694,0.6727,6.0544,0.1652,0.0445
13,Tree,100,100-200,NH4NO3,NH4NO3,305,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.054,-1.48,-3.534,NA,-1.299,-3.352,1.221,1.274,3,3,9,0.8,1.2479,1.3166,0.8111,7.3,0.137,0.1804
13,Tree,50,< 100,NH4NO3,NH4NO3,305,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.839,-1.48,-3.319,NA,-1.054,-2.893,0.637,0.531,3,3,9,0.8,0.5864,2.509,1.1913,10.7213,0.0933,0.234
13,Tree,100,100-200,NH4NO3,NH4NO3,305,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.065,-1.48,-4.545,NA,0.172,-2.893,0.425,0.531,3,3,9,0.8,0.4807,5.1006,2.8347,25.5124,0.0392,0.1999
13,Tree,150,100-200,NH4NO3,NH4NO3,305,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.391,-1.48,-3.871,NA,-0.502,-2.893,0.319,0.531,3,3,9,0.8,0.4378,4.3689,2.2573,20.3155,0.0492,0.2151
14,Tree,125,100-200,Urea,urea,3650, > 10 yr,Alseis blackiana,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.739,NA,NA,NA,1.37,0.63,1.696,0.87,4,4,4,0.8696,1.3475,0.477,0.5142,2.0569,0.4862,0.2319
14,Tree,125,100-200,Urea,urea,3650, > 10 yr,Dialium guianense,broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,0.326,NA,NA,NA,1.087,0.761,0.304,0.739,4,4,4,0.8696,0.5652,0.5017,0.5157,2.0629,0.4847,0.2432
14,Tree,125,100-200,Urea,urea,3650, > 10 yr,Heisteria concinna,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.489,NA,NA,NA,1.761,0.272,0.652,0.87,4,4,4,0.8696,0.7686,1.6848,0.6774,2.7096,0.3691,0.6218
14,Tree,125,100-200,Urea,urea,3650, > 10 yr,Tetragastris panamesis,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.337,NA,NA,NA,1.848,1.511,0.543,0.957,4,4,4,0.8696,0.7779,0.3767,0.5089,2.0355,0.4913,0.185
17,Tree,NA,NA,NH4NO3,NH4NO3,NA,NA,Picea glauca (Moench) Voss,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.149,NA,NA,NA,2,2.093,0.239,0.263,5,5,1,0.9032,0.2509,0.538,0.4145,0.4145,2.4127,1.298
21,Tree,100,100-200,NH4NO3,NH4NO3,365,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.613,NA,NA,NA,-2.845,-5.458,1.72,1.196,4,4,21,0.8696,1.4813,1.5338,0.647,13.5875,0.0736,0.1129
21,Tree,100,100-200,NH4NO3,NH4NO3,730,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.259,NA,NA,NA,-3.236,-5.495,4.71,1.271,4,4,21,0.8696,3.4498,0.5695,0.5203,10.9256,0.0915,0.0521
21,Tree,66.667,< 100,NH4NO3,NH4NO3,1095,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.738,NA,NA,NA,-3.178,-4.916,3.14,2.467,4,4,21,0.8696,2.8239,0.5351,0.5179,10.8758,0.0919,0.0492
21,Tree,50,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,3.982,NA,NA,NA,-2.13,-6.112,1.271,4.037,4,4,21,0.8696,2.993,1.157,0.5837,12.257,0.0816,0.0944
21,Tree,40,< 100,NH4NO3,NH4NO3,1825,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.788,NA,NA,NA,-2.446,-5.234,4.935,1.869,4,4,21,0.8696,3.7312,0.6497,0.5264,11.054,0.0905,0.0588
21,Tree,33.333,< 100,NH4NO3,NH4NO3,2190,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.677,NA,NA,NA,-2.687,-5.364,4.411,4.112,4,4,21,0.8696,4.2644,0.5459,0.5186,10.8912,0.0918,0.0501
21,Tree,28.571,< 100,NH4NO3,NH4NO3,2555,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.062,NA,NA,NA,-3.302,-5.364,4.336,2.318,4,4,21,0.8696,3.4768,0.5158,0.5166,10.8491,0.0922,0.0475
21,Tree,25,< 100,NH4NO3,NH4NO3,2920,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.045,NA,NA,NA,-3.506,-5.551,1.346,3.664,4,4,21,0.8696,2.7598,0.6444,0.526,11.045,0.0905,0.0583
21,Tree,22.222,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.748,NA,NA,NA,-3.654,-5.402,3.813,3.065,4,4,21,0.8696,3.4595,0.4393,0.5121,10.7533,0.093,0.0409
21,Tree,15.385,< 100,NH4NO3,NH4NO3,4745, > 10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.806,NA,NA,NA,-3.652,-5.458,2.318,0.748,4,4,21,0.8696,1.7221,0.9118,0.552,11.5911,0.0863,0.0787
21,Tree,11.765,< 100,NH4NO3,NH4NO3,6205, > 10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.34,NA,NA,NA,-4.118,-5.458,1.421,1.495,4,4,21,0.8696,1.4584,0.799,0.5399,11.3379,0.0882,0.0705
21,Tree,9.524,< 100,NH4NO3,NH4NO3,7665, > 10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.174,NA,NA,NA,-4.34,-5.514,3.439,1.645,4,4,21,0.8696,2.6956,0.3786,0.509,10.6881,0.0936,0.0354
21,Tree,100,100-200,NH4NO3,NH4NO3,365,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.455,NA,NA,NA,-2.153,-3.607,3.956,2.56,4,4,21,0.8696,3.3321,0.3796,0.509,10.6891,0.0936,0.0355
21,Tree,100,100-200,NH4NO3,NH4NO3,730,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,0.989,NA,NA,NA,-2.327,-3.316,3.956,0.815,4,4,21,0.8696,2.8562,0.3011,0.5057,10.619,0.0942,0.0284
21,Tree,66.667,< 100,NH4NO3,NH4NO3,1095,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.182,NA,NA,NA,-1.978,-4.16,2.327,1.396,4,4,21,0.8696,1.9191,0.9886,0.5611,11.7827,0.0849,0.0839
21,Tree,50,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.222,NA,NA,NA,-2.531,-3.753,2.909,1.047,4,4,21,0.8696,2.1863,0.486,0.5148,10.81,0.0925,0.045
21,Tree,40,< 100,NH4NO3,NH4NO3,1825,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.153,NA,NA,NA,-2.124,-4.276,1.978,0.698,4,4,21,0.8696,1.4834,1.2619,0.5995,12.5902,0.0794,0.1002
21,Tree,33.333,< 100,NH4NO3,NH4NO3,2190,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.629,NA,NA,NA,-2.793,-4.422,2.211,0.582,4,4,21,0.8696,1.6166,0.8763,0.548,11.5079,0.0869,0.0761
21,Tree,28.571,< 100,NH4NO3,NH4NO3,2555,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.833,NA,NA,NA,-2.851,-4.684,2.676,1.047,4,4,21,0.8696,2.0322,0.7842,0.5384,11.3072,0.0884,0.0694
21,Tree,25,< 100,NH4NO3,NH4NO3,2920,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.88,NA,NA,NA,-1.804,-4.684,4.305,0.698,4,4,21,0.8696,3.0842,0.812,0.5412,11.3654,0.088,0.0714
21,Tree,22.222,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.396,NA,NA,NA,-3.345,-4.742,1.28,1.164,4,4,21,0.8696,1.2232,0.9927,0.5616,11.7933,0.0848,0.0842
22,Tree,NA,NA,Urea,urea,2920,3-10 yr,Pinus taeda L.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.3,-2.7,-5,-6.5,-0.8,-3.1,2.4,1.4,4,4,2,0.8696,1.9647,1.018,0.5648,1.1295,0.8853,0.9012
22,Tree,NA,NA,Urea,urea,2980,3-10 yr,Pinus taeda L.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5.3,-2.7,-8,NA,0.5,-4.8,1.4,0.4,4,4,2,0.8696,1.0296,4.4764,1.7524,3.5047,0.2853,1.2772
24,Tree,NA,NA,NA,NA,1095,3-10 yr,Rhizophora mangle,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.445,NA,NA,NA,-3.389,0.056,1.95,0.39,9,9,3,0.9524,1.406,-2.3333,0.3734,1.1203,0.8926,-2.0826
24,Tree,NA,NA,NA,NA,1095,3-10 yr,Rhizophora mangle,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.705,NA,NA,NA,-4.833,-1.129,1.69,1.82,9,9,3,0.9524,1.756,-2.0092,0.3344,1.0031,0.9969,-2.0031
24,Tree,NA,NA,NA,NA,1095,3-10 yr,Rhizophora mangle,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.773,NA,NA,NA,-8.162,-5.389,2.47,2.6,9,9,3,0.9524,2.5355,-1.0416,0.2524,0.7571,1.3209,-1.3758
27,Tree,NA,NA,NA,NA,NA,NA,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,0.475,NA,NA,NA,-3.763,-4.237,0.367,0.316,2,2,12,0.5714,0.3421,0.7927,1.0785,12.9426,0.0773,0.0612
27,Tree,NA,NA,NA,NA,NA,NA,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,1.236,NA,NA,NA,-3.001,-4.237,0.377,0.316,2,2,12,0.5714,0.3476,2.0325,1.5164,18.1965,0.055,0.1117
27,Tree,NA,NA,NA,NA,NA,NA,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,1.825,NA,NA,NA,-2.412,-4.237,0.458,0.316,2,2,12,0.5714,0.3935,2.6501,1.8778,22.5342,0.0444,0.1176
27,Tree,NA,NA,NA,NA,NA,NA,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,4.295,NA,NA,NA,0.058,-4.237,0.387,0.316,2,2,12,0.5714,0.3531,6.9504,7.0385,84.4625,0.0118,0.0823
27,Tree,NA,NA,NA,NA,NA,NA,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,7.876,NA,NA,NA,3.639,-4.237,0.387,0.316,2,2,12,0.5714,0.3532,12.7434,21.2993,255.5921,0.0039,0.0499
27,Tree,NA,NA,NA,NA,NA,NA,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,7.139,NA,NA,NA,2.901,-4.237,0.143,0.316,2,2,12,0.5714,0.245,16.6525,35.6633,427.9599,0.0023,0.0389
27,shrub,NA,NA,NA,NA,NA,NA,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-0.88,NA,NA,NA,-3.783,-2.903,0.305,1.65,2,2,12,0.5714,1.1863,-0.4238,1.0224,12.2694,0.0815,-0.0345
27,shrub,NA,NA,NA,NA,NA,NA,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-0.973,NA,NA,NA,-3.877,-2.903,1.151,1.65,2,2,12,0.5714,1.4222,-0.3911,1.0191,12.2295,0.0818,-0.032
27,shrub,NA,NA,NA,NA,NA,NA,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-0.66,NA,NA,NA,-3.563,-2.903,0.265,1.65,2,2,12,0.5714,1.1814,-0.3191,1.0127,12.1528,0.0823,-0.0263
27,shrub,NA,NA,NA,NA,NA,NA,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,0.242,NA,NA,NA,-2.661,-2.903,0.397,1.65,2,2,12,0.5714,1.1998,0.1155,1.0017,12.02,0.0832,0.0096
27,shrub,NA,NA,NA,NA,NA,NA,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,1.481,NA,NA,NA,-1.422,-2.903,0.295,1.65,2,2,12,0.5714,1.185,0.7141,1.0637,12.7648,0.0783,0.0559
27,shrub,NA,NA,NA,NA,NA,NA,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,3.3,NA,NA,NA,0.396,-2.903,0.265,1.65,2,2,12,0.5714,1.1814,1.5959,1.3184,15.8205,0.0632,0.1009
29,Tree,60,< 100,NH4NO3,NH4NO3,365,< 3 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.656,NA,NA,NA,-1.994,-3.65,0.417,0.42,5,5,15,0.9032,0.4181,3.5784,1.0402,15.6035,0.0641,0.2293
29,Tree,55,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.395,NA,NA,NA,-2.25,-4.644,0.134,0.835,5,5,15,0.9032,0.5981,3.6162,1.0538,15.8077,0.0633,0.2288
29,Tree,46.667,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.979,NA,NA,NA,-3.365,-5.344,0.175,0.672,5,5,15,0.9032,0.4911,3.6404,1.0626,15.9397,0.0627,0.2284
29,Tree,41.429,< 100,NH4NO3,NH4NO3,5110, > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.533,NA,NA,NA,-2.357,-4.89,0.564,0.504,5,5,15,0.9032,0.5351,4.2753,1.3139,19.7084,0.0507,0.2169
29,Tree,36.957,< 100,NH4NO3,NH4NO3,8760, > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.67,NA,NA,NA,-1.322,-4.992,0.873,0.841,5,5,15,0.9032,0.8574,3.8663,1.1474,17.2114,0.0581,0.2246
29,Tree,120,100-200,NH4NO3,NH4NO3,365,< 3 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.888,NA,NA,NA,0.238,-3.65,0.624,0.42,2,2,15,0.5714,0.5319,4.1771,3.181,47.7151,0.021,0.0875
29,Tree,110,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.818,NA,NA,NA,0.174,-4.644,0.385,0.835,2,2,15,0.5714,0.6503,4.2336,3.2405,48.6071,0.0206,0.0871
29,Tree,93.333,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5.069,NA,NA,NA,-0.275,-5.344,0.106,0.672,2,2,15,0.5714,0.4812,6.0192,5.5289,82.9328,0.0121,0.0726
29,Tree,82.857,< 100,NH4NO3,NH4NO3,5110, > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5.335,NA,NA,NA,0.445,-4.89,1.315,0.504,2,2,15,0.5714,0.9958,3.0612,2.1714,32.5703,0.0307,0.094
29,Tree,73.913,< 100,NH4NO3,NH4NO3,8760, > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,6.279,NA,NA,NA,1.286,-4.992,0.784,0.841,2,2,15,0.5714,0.8129,4.4134,3.4348,51.5213,0.0194,0.0857
29,Tree,180,100-200,NH4NO3,NH4NO3,365,< 3 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.61,NA,NA,NA,-0.041,-3.65,0.569,0.42,2,2,15,0.5714,0.4996,4.1285,3.1306,46.9583,0.0213,0.0879
