study_id,ecosystem_veg,N addition,addition simplify,Fertilizer type,Fertilizer type simplify,Duration_days,Duration simplify,Species,Needle_broadleaf,C3_C4,Legume_non-legume,Deciduous_evergreen,Organ,Organ simplify 1,Organ simplify 2,1,15N of fertilizer,2,NA,mean_trt,mean_ctrl,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,HedagesD,Vd,VdN,w,d
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Poa litwinowiana,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.271,NA,NA,NA,-1.269,-1.541,0.604,0.313,3,3,45,0.8,0.4811,0.451,0.6836,30.7628,0.0325,0.0147
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Poa litwinowiana,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.188,NA,NA,NA,-0.352,-1.541,0.067,0.313,3,3,45,0.8,0.2265,4.1972,2.1347,96.0616,0.0104,0.0437
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Poa litwinowiana,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.847,NA,NA,NA,0.306,-1.541,0.38,0.313,3,3,45,0.8,0.3483,4.2414,2.1658,97.4612,0.0103,0.0435
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Poa litwinowiana,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,3.009,NA,NA,NA,1.469,-1.541,1.074,0.313,3,3,45,0.8,0.7909,3.0439,1.4388,64.7445,0.0154,0.047
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Dracocephalum heterophyllum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.013,NA,NA,NA,0.334,0.322,0.958,0.512,3,3,45,0.8,0.7682,0.0134,0.6667,30.0007,0.0333,0.0004
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Dracocephalum heterophyllum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.797,NA,NA,NA,1.119,0.322,0.334,0.512,3,3,45,0.8,0.4325,1.4748,0.8479,38.1569,0.0262,0.0387
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Dracocephalum heterophyllum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.994,NA,NA,NA,2.315,0.322,0.29,0.512,3,3,45,0.8,0.4162,3.8322,1.8905,85.0703,0.0118,0.045
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Dracocephalum heterophyllum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.379,NA,NA,NA,2.701,0.322,0.111,0.512,3,3,45,0.8,0.3708,5.134,2.8632,128.8442,0.0078,0.0398
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Dracocephalum heterophyllum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,3.37,NA,NA,NA,3.691,0.322,0.401,0.512,3,3,45,0.8,0.4601,5.8597,3.528,158.7585,0.0063,0.0369
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Oxytropics glacialis (legume),NA,C3,N-fixing,perennial,leaf,leaf,above ground,0.593,NA,NA,NA,-1.891,-2.484,0.067,0.067,3,3,45,0.8,0.067,7.0821,4.8463,218.0847,0.0046,0.0325
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Oxytropics glacialis (legume),NA,C3,N-fixing,perennial,leaf,leaf,above ground,1.573,NA,NA,NA,-0.912,-2.484,0.514,0.067,3,3,45,0.8,0.3662,3.4357,1.6503,74.2647,0.0135,0.0463
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Oxytropics glacialis (legume),NA,C3,N-fixing,perennial,leaf,leaf,above ground,3.029,NA,NA,NA,0.545,-2.484,1.027,0.067,3,3,45,0.8,0.7278,3.3299,1.5907,71.5815,0.014,0.0465
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Oxytropics glacialis (legume),NA,C3,N-fixing,perennial,leaf,leaf,above ground,3.506,NA,NA,NA,1.022,-2.484,0.313,0.067,3,3,45,0.8,0.2261,12.4088,13.4983,607.4225,0.0016,0.0204
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Oxytropics glacialis (legume),NA,C3,N-fixing,perennial,leaf,leaf,above ground,4.757,NA,NA,NA,2.273,-2.484,0.871,0.067,3,3,45,0.8,0.6176,6.1621,3.8309,172.3919,0.0058,0.0357
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Androsace tapete,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.477,NA,NA,NA,-0.91,-0.432,0.112,0.179,3,3,45,0.8,0.1491,-2.5618,1.2136,54.6112,0.0183,-0.0469
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Androsace tapete,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.426,NA,NA,NA,-0.858,-0.432,0.089,0.179,3,3,45,0.8,0.1413,-2.41,1.1507,51.78,0.0193,-0.0465
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Androsace tapete,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.439,NA,NA,NA,0.006,-0.432,0.514,0.179,3,3,45,0.8,0.3848,0.912,0.736,33.119,0.0302,0.0275
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Androsace tapete,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.865,NA,NA,NA,0.432,-0.432,0.223,0.179,3,3,45,0.8,0.2024,3.4174,1.6399,73.7952,0.0136,0.0463
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Androsace tapete,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.381,NA,NA,NA,0.948,-0.432,0.67,0.179,3,3,45,0.8,0.4907,2.2511,1.089,49.0028,0.0204,0.0459
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Potentilla spp.,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.072,NA,NA,NA,-1.269,-2.341,0.627,0.47,3,3,45,0.8,0.5538,1.549,0.8666,38.9981,0.0256,0.0397
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Potentilla spp.,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.072,NA,NA,NA,-1.269,-2.341,0.492,0.47,3,3,45,0.8,0.4813,1.7826,0.9315,41.9164,0.0239,0.0425
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Potentilla spp.,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.796,NA,NA,NA,-0.545,-2.341,0.224,0.47,3,3,45,0.8,0.368,3.9035,1.9365,87.1411,0.0115,0.0448
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Potentilla spp.,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.054,NA,NA,NA,-0.287,-2.341,0.291,0.47,3,3,45,0.8,0.3908,4.2051,2.1402,96.3103,0.0104,0.0437
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Potentilla spp.,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.791,NA,NA,NA,0.45,-2.341,0.604,0.47,3,3,45,0.8,0.5413,4.1248,2.0845,93.8027,0.0107,0.044
8,herb,8,< 100,Mixed,mixed, ,NA,Drosera rotundifolia,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,0.121,NA,NA,NA,-1.005,-1.126,0.468,0.709,4,4,12,0.8696,0.6003,0.1757,0.5019,6.0231,0.166,0.0292
8,herb,24,< 100,Mixed,mixed,NA,NA,Drosera rotundifolia,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.09,NA,NA,NA,-1.217,-1.126,0.468,0.709,4,4,12,0.8696,0.6003,-0.1311,0.5011,6.0129,0.1663,-0.0218
8,herb,56,< 100,Mixed,mixed,NA,NA,Drosera rotundifolia,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,0.413,NA,NA,NA,-0.713,-1.126,0.453,0.709,4,4,12,0.8696,0.5948,0.6043,0.5228,6.2739,0.1594,0.0963
8,herb,8,< 100,Mixed,mixed,NA,NA,Drosera rotundifolia,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,1.021,NA,NA,NA,-0.566,-1.587,0.822,1.204,4,4,12,0.8696,1.031,0.8611,0.5463,6.5562,0.1525,0.1313
8,herb,24,< 100,Mixed,mixed,NA,NA,Drosera rotundifolia,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,0.618,NA,NA,NA,-0.969,-1.587,0.822,1.204,4,4,12,0.8696,1.031,0.5212,0.517,6.2038,0.1612,0.084
8,herb,56,< 100,Mixed,mixed,NA,NA,Drosera rotundifolia,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,1.03,NA,NA,NA,-0.557,-1.587,0.737,1.204,4,4,12,0.8696,0.9984,0.8969,0.5503,6.6033,0.1514,0.1358
8,herb,8,< 100,Mixed,mixed,NA,NA,Sphagnum papillosum,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,0.716,NA,NA,NA,-1.993,-2.709,0.071,0.907,4,4,12,0.8696,0.6432,0.9685,0.5586,6.7035,0.1492,0.1445
8,herb,24,< 100,Mixed,mixed,NA,NA,Sphagnum papillosum,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,0.894,NA,NA,NA,-1.815,-2.709,0.964,0.907,4,4,12,0.8696,0.9356,0.8312,0.5432,6.5182,0.1534,0.1275
8,herb,56,< 100,Mixed,mixed,NA,NA,Sphagnum papillosum,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,1.66,NA,NA,NA,-1.049,-2.709,0.283,0.907,4,4,12,0.8696,0.6718,2.149,0.7886,9.4638,0.1057,0.2271
8,herb,8,< 100,Mixed,mixed,NA,NA,Sphagnum papillosum,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.056,NA,NA,NA,-1.759,-1.703,0.298,0.935,4,4,12,0.8696,0.694,-0.07,0.5003,6.0037,0.1666,-0.0117
8,herb,24,< 100,Mixed,mixed,NA,NA,Sphagnum papillosum,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,0.866,NA,NA,NA,-0.837,-1.703,0.864,0.935,4,4,12,0.8696,0.9005,0.8363,0.5437,6.5245,0.1533,0.1282
8,herb,56,< 100,Mixed,mixed,NA,NA,Sphagnum papillosum,NA,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,1.363,NA,NA,NA,-0.34,-1.703,0.227,0.935,4,4,12,0.8696,0.6805,1.7415,0.6896,8.2747,0.1208,0.2105
11,herb,30,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Agropyron cristatum C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.985,6.53,5.545,5.446,-0.396,-1.381,0.213,0.564,3,3,20,0.8,0.4264,1.8476,0.9511,19.0227,0.0526,0.0971
11,herb,60,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Agropyron cristatum C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.365,6.53,5.165,NA,-0.015,-1.381,0.518,0.564,3,3,20,0.8,0.5417,2.0164,1.0055,20.1101,0.0497,0.1003
11,herb,120,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Agropyron cristatum C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.025,6.53,5.505,NA,-0.355,-1.381,1.451,0.564,3,3,20,0.8,1.1011,0.745,0.7129,14.2584,0.0701,0.0522
11,herb,240,>= 200,NH4NO3,NH4NO3,1460,3-10 yr,Agropyron cristatum C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.284,6.53,4.246,NA,0.904,-1.381,1.236,0.564,3,3,20,0.8,0.961,1.9016,0.968,19.3604,0.0517,0.0982
11,herb,480,>= 200,NH4NO3,NH4NO3,1460,3-10 yr,Agropyron cristatum C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.386,6.53,4.144,NA,1.005,-1.381,0.3,0.564,3,3,20,0.8,0.4518,4.2249,2.1542,43.0835,0.0232,0.0981
11,herb,30,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Leymus chinensis  C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.289,6.53,6.241,NA,-0.173,-0.462,0.279,0.079,3,3,20,0.8,0.2052,1.1283,0.7727,15.4549,0.0647,0.073
11,herb,60,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Leymus chinensis  C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.137,6.53,6.393,NA,-0.325,-0.462,1.161,0.079,3,3,20,0.8,0.8225,0.1333,0.6681,13.3629,0.0748,0.01
11,herb,120,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Leymus chinensis  C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.218,6.53,6.312,NA,-0.244,-0.462,0.397,0.079,3,3,20,0.8,0.2861,0.6103,0.6977,13.9541,0.0717,0.0437
11,herb,240,>= 200,NH4NO3,NH4NO3,1460,3-10 yr,Leymus chinensis  C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.147,6.53,4.383,NA,1.685,-0.462,2.104,0.079,3,3,20,0.8,1.4889,1.1537,0.7776,15.5517,0.0643,0.0742
11,herb,480,>= 200,NH4NO3,NH4NO3,1460,3-10 yr,Leymus chinensis  C3,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.239,6.53,5.291,NA,0.777,-0.462,0.743,0.079,3,3,20,0.8,0.5286,1.8744,0.9595,19.1891,0.0521,0.0977
11,herb,30,< 100,NH4NO3,NH4NO3,120,< 3 yr,Amaranthus retroflexus C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,-0.43,6.53,6.96,NA,2.806,3.236,0.621,0.767,3,3,20,0.8,0.6977,-0.493,0.6869,13.7384,0.0728,-0.0359
11,herb,60,< 100,NH4NO3,NH4NO3,120,< 3 yr,Amaranthus retroflexus C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,0.033,6.53,6.497,NA,3.268,3.236,0.872,0.767,3,3,20,0.8,0.8214,0.0318,0.6668,13.335,0.075,0.0024
11,herb,120,100-200,NH4NO3,NH4NO3,120,< 3 yr,Amaranthus retroflexus C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,0.226,6.53,6.304,NA,3.462,3.236,1.162,0.767,3,3,20,0.8,0.9845,0.1839,0.6695,13.3897,0.0747,0.0137
11,herb,240,>= 200,NH4NO3,NH4NO3,120,< 3 yr,Amaranthus retroflexus C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,-0.088,6.53,6.618,NA,3.148,3.236,0.522,0.767,3,3,20,0.8,0.6561,-0.1073,0.6676,13.3525,0.0749,-0.008
11,herb,480,>= 200,NH4NO3,NH4NO3,120,< 3 yr,Amaranthus retroflexus C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,0.267,6.53,6.263,NA,3.502,3.236,1.349,0.767,3,3,20,0.8,1.0972,0.1943,0.6698,13.3963,0.0746,0.0145
11,herb,30,< 100,NH4NO3,NH4NO3,120,< 3 yr,Setaria viridis C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,0.845,6.53,5.685,NA,0.07,-0.775,0.457,0.839,3,3,20,0.8,0.6754,1.0008,0.7501,15.0027,0.0667,0.0667
11,herb,60,< 100,NH4NO3,NH4NO3,120,< 3 yr,Setaria viridis C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,1.674,6.53,4.856,NA,0.899,-0.775,1.158,0.839,3,3,20,0.8,1.0109,1.3251,0.813,16.2598,0.0615,0.0815
11,herb,120,100-200,NH4NO3,NH4NO3,120,< 3 yr,Setaria viridis C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,1.008,6.53,5.522,NA,0.233,-0.775,0.793,0.839,3,3,20,0.8,0.8163,0.9877,0.748,14.9591,0.0668,0.066
11,herb,240,>= 200,NH4NO3,NH4NO3,120,< 3 yr,Setaria viridis C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,2,6.53,4.53,NA,1.225,-0.775,1.855,0.839,3,3,20,0.8,1.4393,1.1116,0.7696,15.3929,0.065,0.0722
11,herb,480,>= 200,NH4NO3,NH4NO3,120,< 3 yr,Setaria viridis C4,NA,C4,non-N-fixing,annual,leaf,leaf,above ground,4.062,6.53,2.468,NA,3.287,-0.775,0.101,0.839,3,3,20,0.8,0.5972,5.4412,3.1339,62.6773,0.016,0.0868
15,herb,200,>= 200,NH4NO3,NH4NO3,7300, > 10 yr,plant,NA,NA,NA,NA,above ground plant,shoot,above ground,0.199,-1.02,-1.219,2.86,-1.028,-1.227,0.979,0.697,3,3,20,0.8,0.8495,0.1875,0.6696,13.3919,0.0747,0.014
15,herb,240,>= 200,Cattle slurry,manure,7300, > 10 yr,plant,NA,NA,NA,NA,above ground plant,shoot,above ground,2.687,8.88,6.193,3.533,1.46,-1.227,0.464,0.697,3,3,20,0.8,0.5921,3.631,1.7653,35.3064,0.0283,0.1028
15,herb,360,>= 200,Mixed,mixed,7300, > 10 yr,plant,NA,NA,NA,NA,above ground plant,shoot,above ground,4.611,NA,NA,NA,3.384,-1.227,1.758,0.697,3,3,20,0.8,1.3373,2.7585,1.3008,26.0159,0.0384,0.106
15,herb,480,>= 200,Cattle slurry,manure,7300, > 10 yr,plant,NA,NA,NA,NA,above ground plant,shoot,above ground,5.607,-1.02,-6.627,NA,4.379,-1.227,0.431,0.697,3,3,20,0.8,0.5794,7.7415,5.6609,113.2187,0.0088,0.0684
15,herb,200,>= 200,NH4NO3,NH4NO3,7300, > 10 yr,Lolium  perenne L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,-0.299,8.88,9.179,NA,-0.73,-0.431,0.912,0.498,3,3,20,0.8,0.7348,-0.3251,0.6755,13.5094,0.074,-0.0241
15,herb,240,>= 200,Cattle slurry,manure,7300, > 10 yr,Lolium  perenne L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.754,8.88,6.126,NA,2.322,-0.431,0.182,0.498,3,3,20,0.8,0.3748,5.8776,3.5455,70.9101,0.0141,0.0829
15,herb,360,>= 200,Mixed,mixed,7300, > 10 yr,Lolium  perenne L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,3.284,NA,NA,NA,2.853,-0.431,1.327,0.498,3,3,20,0.8,1.0021,2.6219,1.2395,24.7902,0.0403,0.1058
15,herb,480,>= 200,Cattle slurry,manure,7300, > 10 yr,Lolium  perenne L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,4.844,8.88,4.036,NA,4.412,-0.431,0.564,0.498,3,3,20,0.8,0.5318,7.2858,5.0902,101.8045,0.0098,0.0716
15,herb,200,>= 200,NH4NO3,NH4NO3,7300, > 10 yr,Festuca rubra L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,0.431,-1.02,-1.451,NA,-0.863,-1.294,1.062,0.912,3,3,20,0.8,0.9898,0.3486,0.6768,13.5359,0.0739,0.0258
15,herb,240,>= 200,Cattle slurry,manure,7300, > 10 yr,Festuca rubra L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,3.351,8.88,5.529,NA,2.057,-1.294,0.033,0.912,3,3,20,0.8,0.6455,4.1525,2.1036,42.0716,0.0238,0.0987
15,herb,360,>= 200,Mixed,mixed,7300, > 10 yr,Festuca rubra L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.09,NA,6.79,NA,0.796,-1.294,0.033,0.912,3,3,20,0.8,0.6455,2.5902,1.2257,24.5148,0.0408,0.1057
15,herb,480,>= 200,Cattle slurry,manure,7300, > 10 yr,Festuca rubra L.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,3.682,8.88,5.198,NA,2.389,-1.294,0.083,0.912,3,3,20,0.8,0.6478,4.5479,2.3903,47.8053,0.0209,0.0951
15,herb,200,>= 200,NH4NO3,NH4NO3,7300, > 10 yr,Taraxacum officinale Web.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,0.332,-1.02,-1.352,NA,-1.526,-1.858,0.514,1.045,3,3,20,0.8,0.8236,0.3223,0.6753,13.5064,0.074,0.0239
15,herb,240,>= 200,Cattle slurry,manure,7300, > 10 yr,Taraxacum officinale Web.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,4.213,8.88,4.667,NA,2.355,-1.858,0.63,1.045,3,3,20,0.8,0.863,3.9059,1.938,38.76,0.0258,0.1008
15,herb,360,>= 200,Mixed,mixed,7300, > 10 yr,Taraxacum officinale Web.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,3.45,NA,NA,NA,1.592,-1.858,0.564,1.045,3,3,20,0.8,0.8397,3.2872,1.5671,31.3425,0.0319,0.1049
15,herb,480,>= 200,Cattle slurry,manure,7300, > 10 yr,Taraxacum officinale Web.,NA,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,5.806,-1.02,-6.826,NA,3.948,-1.858,0.332,1.045,3,3,20,0.8,0.7753,5.9908,3.6574,73.1489,0.0137,0.0819
15,herb,200,>= 200,NH4NO3,NH4NO3,7300, > 10 yr,Trifolium repens L. / Trifolium pratense L.,NA,C3,N-fixing,perennial,above ground plant,shoot,above ground,-0.265,8.88,9.145,NA,-1.062,-0.796,0.199,0.265,3,3,20,0.8,0.2346,-0.9051,0.7349,14.6986,0.068,-0.0616
15,herb,240,>= 200,Cattle slurry,manure,7300, > 10 yr,Trifolium repens L. / Trifolium pratense L.,NA,C3,N-fixing,perennial,above ground plant,shoot,above ground,0.199,8.88,8.681,NA,-0.597,-0.796,0.166,0.265,3,3,20,0.8,0.2213,0.7196,0.7098,14.1963,0.0704,0.0507
15,herb,360,>= 200,Mixed,mixed,7300, > 10 yr,Trifolium repens L. / Trifolium pratense L.,NA,C3,N-fixing,perennial,above ground plant,shoot,above ground,-0.1,NA,NA,NA,-0.896,-0.796,0.282,0.265,3,3,20,0.8,0.2738,-0.2908,0.6737,13.4743,0.0742,-0.0216
15,herb,480,>= 200,Cattle slurry,manure,7300, > 10 yr,Trifolium repens L. / Trifolium pratense L.,NA,C3,N-fixing,perennial,above ground plant,shoot,above ground,0.531,8.88,8.349,NA,-0.265,-0.796,0.083,0.265,3,3,20,0.8,0.1966,2.1597,1.0554,21.1075,0.0474,0.1023
18,herb,60,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.16,0,-0.16,-1.28,0.651,0.491,0.26,0.434,3,3,22,0.8,0.3578,0.3585,0.6774,14.9023,0.0671,0.0241
18,herb,80,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.451,0,-0.451,NA,0.942,0.491,0.139,0.434,3,3,22,0.8,0.3221,1.1198,0.7712,16.9657,0.0589,0.066
18,herb,90,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.18,0,-0.18,NA,0.671,0.491,0.382,0.434,3,3,22,0.8,0.4087,0.3531,0.6771,14.8952,0.0671,0.0237
18,herb,120,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.721,0,-0.721,NA,1.212,0.491,0.139,0.434,3,3,22,0.8,0.3221,1.7917,0.9342,20.5519,0.0487,0.0872
18,herb,135,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.842,0,-0.842,NA,1.333,0.491,0.156,0.434,3,3,22,0.8,0.3261,2.065,1.022,22.4846,0.0445,0.0918
18,herb,180,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.751,0,-0.751,NA,1.242,0.491,0.347,0.434,3,3,22,0.8,0.3929,1.5301,0.8618,18.9591,0.0527,0.0807
18,herb,35,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.311,0,-0.311,NA,0.922,0.611,0.087,0.174,3,3,22,0.8,0.1372,1.8111,0.94,20.6804,0.0484,0.0876
18,herb,70,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.212,0,-1.212,NA,1.824,0.611,0.069,0.174,3,3,22,0.8,0.1322,7.3384,5.1543,113.3949,0.0088,0.0647
18,herb,100,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.403,0,-1.403,NA,2.014,0.611,0.069,0.174,3,3,22,0.8,0.1322,8.4907,6.6743,146.8345,0.0068,0.0578
18,herb,115,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,2.194,0,-2.194,NA,2.806,0.611,0.382,0.174,3,3,22,0.8,0.2966,5.9195,3.5867,78.9069,0.0127,0.075
18,herb,117,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.824,0,-1.824,NA,2.435,0.611,0.104,0.174,3,3,22,0.8,0.1431,10.194,9.3265,205.1827,0.0049,0.0497
18,herb,130,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.944,0,-1.944,NA,2.555,0.611,0.937,0.174,3,3,22,0.8,0.674,2.3074,1.1104,24.4279,0.0409,0.0945
18,herb,135,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.743,0,-1.743,NA,2.355,0.611,0.121,0.174,3,3,22,0.8,0.1498,9.3111,7.8913,173.6094,0.0058,0.0536
18,herb,150,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,2.565,0,-2.565,NA,3.176,0.611,0.399,0.174,3,3,22,0.8,0.3078,6.6674,4.3712,96.1673,0.0104,0.0693
18,herb,25,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.721,0,-0.721,NA,1.894,1.172,0.1,0.11,3,3,22,0.8,0.1053,5.4793,3.1686,69.7085,0.0143,0.0786
18,herb,50,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.972,0,-0.972,NA,2.144,1.172,0.09,0.11,3,3,22,0.8,0.1007,7.7211,5.6347,123.9629,0.0081,0.0623
18,herb,75,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,0.892,0,-0.892,NA,2.064,1.172,0.09,0.11,3,3,22,0.8,0.1007,7.0844,4.849,106.6783,0.0094,0.0664
18,herb,100,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.623,0,-1.623,NA,2.796,1.172,0.08,0.11,3,3,22,0.8,0.0964,13.4744,15.7967,347.5281,0.0029,0.0388
18,herb,95,< 100,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.683,0,-1.683,NA,2.856,1.172,0.09,0.11,3,3,22,0.8,0.1007,13.3727,15.569,342.5177,0.0029,0.039
18,herb,100,100-200,NH4NO3,NH4NO3,NA,NA,plant,NA,NA,NA,NA,whole plant,whole plant,whole plant,1.884,0,-1.884,NA,3.056,1.172,0.1,0.11,3,3,22,0.8,0.1053,14.307,17.7241,389.9301,0.0026,0.0367
