Species,study_id,T_ style,Control Day T (mean),Control Night T (mean),Control Whole-day T (mean),Increased Day T (mean),Increased Night T (mean),Increased Whole-day T (mean),_Day T,_Night T,_Whole-day T,T Position,Facility,Exposed time(d),Other Treatment,pot or field,Latitude,Longitude,Elevation(m),mean_ctrl,mean_trt,SD_ctrl,SD_trt,Sc,Se,N_ctrl,N_trt,Unit
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,5.2707,7.689,2.7284,3.2244,1.3642,1.6122,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,4.9606,7.1929,2.9764,2.4804,1.4882,1.2402,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,4.8366,6.9449,2.4804,2.2322,1.2402,1.1161,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,4.6506,5.7667,1.4882,2.4804,0.7441,1.2402,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,4.2786,6.0771,2.4804,2.7284,1.2402,1.3642,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,3.7205,6.2631,1.7362,1.7538,0.8681,0.8769,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,3.4725,5.2707,1.9842,2.2322,0.9921,1.1161,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,2.7284,4.7126,1.9842,3.234,0.9921,1.617,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,3.723,5.1545,1.309,1.6364,0.6545,0.8182,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,3.5182,5.1136,1.8,1.9636,0.9,0.9818,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,3.1909,4.5,1.4818,1.9636,0.7409,0.9818,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,2.25,3.2321,1.309,1.4728,0.6545,0.7364,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,1.6773,2.6185,0.9818,1.157,0.4909,0.5785,4,4,_mol kg-1 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.5545,1.7455,0.494,0.4364,0.247,0.2182,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.4455,1.6364,0.4364,0.2728,0.2182,0.1364,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.4182,1.5682,0.4398,0.2728,0.2199,0.1364,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.2545,1.4591,0.4398,0.3272,0.2199,0.1636,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.3094,1.5001,0.3318,0.397,0.1659,0.1985,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.1045,1.2409,0.2728,0.1636,0.1364,0.0818,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,0.8591,0.9274,0.3818,0.2728,0.1909,0.1364,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,0.6956,0.7773,0.4364,0.3818,0.2182,0.1909,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,1.0476,1.2095,0.2694,0.1524,0.1347,0.0762,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,0.9238,1.1238,0.2666,0.3048,0.1333,0.1524,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,0.8095,0.8666,0.3048,0.2666,0.1524,0.1333,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,0.5619,0.6762,0.2286,0.2286,0.1143,0.1143,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,0.4,0.5238,0.1904,0.1942,0.0952,0.0971,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,1.3637,1.6364,0.494,0.5454,0.247,0.2727,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,1.3909,1.5682,0.3818,0.491,0.1909,0.2455,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,1.2682,1.5818,0.3272,0.4364,0.1636,0.2182,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,1.2,1.3091,0.4364,0.4364,0.2182,0.2182,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,1.1182,1.3773,0.3818,0.491,0.1909,0.2455,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.9545,1.2273,0.1636,0.3272,0.0818,0.1636,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.7909,0.9136,0.3818,0.3818,0.1909,0.1909,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.6,0.8045,0.3818,0.3318,0.1909,0.1659,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.9333,1.1904,0.3428,0.2286,0.1714,0.1143,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.8762,1.1523,0.2666,0.3428,0.1333,0.1714,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.7333,0.9143,0.2286,0.2666,0.1143,0.1333,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.4952,0.6095,0.2286,0.2666,0.1143,0.1333,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2002,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,CO2,field,62.47,30.58,145,0.3619,0.4762,0.1904,0.2286,0.0952,0.1143,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,1,*,field,62.47,30.58,145,65.22,78.39,17.28,16.84,8.64,8.42,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,1,*,field,62.47,30.58,145,65.22,74.55,17.28,28.64,8.64,14.32,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,2,*,field,62.47,30.58,145,131.23,157.66,26.36,34.48,13.18,17.24,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,2,*,field,62.47,30.58,145,131.23,148.9,26.36,28.32,13.18,14.16,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,3,*,field,62.47,30.58,145,104.79,129.34,19.52,30.16,9.76,15.08,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,3,*,field,62.47,30.58,145,104.79,124.92,19.52,30.08,9.76,15.04,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,77.31,98.66,21.12,24.96,10.56,12.48,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,4,*,field,62.47,30.58,145,77.31,101.69,21.12,21.84,10.56,10.92,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,5,*,field,62.47,30.58,145,22.38,59.89,5.48,24.6,2.74,12.3,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,5,*,field,62.47,30.58,145,22.38,55.2,5.48,13.88,2.74,6.94,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,6,*,field,62.47,30.58,145,27.28,46.55,5.04,14.88,2.52,7.44,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2003,day/night,*,*,8.3,*,*,*,*,*,2,air,chamber,6,*,field,62.47,30.58,145,27.28,51.68,5.04,19.72,2.52,9.86,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,1,*,field,62.47,30.58,145,0.3737,0.4629,0.0686,0.1234,0.0343,0.0617,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,2,*,field,62.47,30.58,145,0.4457,0.4834,0.1508,0.2332,0.0754,0.1166,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,3,*,field,62.47,30.58,145,0.3326,0.384,0.0548,0.096,0.0274,0.048,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,4,*,field,62.47,30.58,145,0.3223,0.3394,0.0686,0.0686,0.0343,0.0343,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,5,*,field,62.47,30.58,145,0.096,0.1406,0.0412,0.1372,0.0206,0.0686,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,1,CO2,field,62.47,30.58,145,0.3737,0.4766,0.0686,0.1234,0.0343,0.0617,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,2,CO2,field,62.47,30.58,145,0.4457,0.5143,0.1508,0.1378,0.0754,0.0689,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,3,CO2,field,62.47,30.58,145,0.3326,0.4595,0.0548,0.0686,0.0274,0.0343,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,4,CO2,field,62.47,30.58,145,0.3223,0.4217,0.0686,0.1234,0.0343,0.0617,4,4,_mol m-2 s-1
Pinus sylvestris,Zha 2005,day/night,*,*,8.3,*,*,*,*,*,4.4,air,chamber,5,CO2,field,62.47,30.58,145,0.096,0.168,0.0412,0.1646,0.0206,0.0823,4,4,_mol m-2 s-1
Pinus taeda,Will 2000,day/night,22,15,*,*,*,*,*,*,7,air,chamber,0.53,*,pot,*,*,*,0.6202,0.3275,1.973393605,1.682065611,0.6977,0.5947,8,8,_mol m-2 s-1
Pinus taeda,Will 2000,day,22,15,*,*,*,*,*,*,7,air,chamber,0.53,*,pot,*,*,*,0.6202,0.3253,1.973393605,1.727603288,0.6977,0.6108,8,8,_mol m-2 s-1
Pinus taeda,Will 2000,day,22,15,*,*,*,*,*,*,7,air,chamber,0.53,*,pot,*,*,*,0.6202,0.307,1.973393605,2.447155148,0.6977,0.8652,8,8,_mol m-2 s-1
Pinus taeda,Will 2000,day,22,15,*,*,*,*,*,*,7,air,chamber,0.2-0.6,*,pot,*,*,*,0.5205,0.2295,1.645861744,1.657458295,0.5819,0.586,8,8,_mol m-2 s-1
Pinus taeda,Will 2000,day,22,15,*,*,*,*,*,*,7,air,chamber,0.2-0.6,*,pot,*,*,*,0.3329,0.2208,1.657458295,1.651801441,0.586,0.584,8,8,_mol m-2 s-1
Pinus taeda,Will 2000,night,22,15,*,*,*,*,*,*,7,air,chamber,0.2-0.6,*,pot,*,*,*,0.5205,0.3329,1.645861744,1.657458295,0.5819,0.586,8,8,_mol m-2 s-1
Pinus taeda,Will 2000,night,22,15,*,*,*,*,*,*,7,air,chamber,0.2-0.6,*,pot,*,*,*,0.2295,0.2208,1.657458295,1.651801441,0.586,0.584,8,8,_mol m-2 s-1
Plantago euryphylla,Atkin 2006,day/night,*,*,13,*,*,20,*,*,7,air,*,*,*,pot,*,*,*,0.7865,0.9438,0.194682511,0.155711368,0.1124,0.0899,3,3,_mol m-2 s-1
Plantago euryphylla,Atkin 2006,day/night,*,*,13,*,*,27,*,*,14,air,*,*,*,pot,*,*,*,0.7865,1.4382,0.194682511,0.233480449,0.1124,0.1348,3,3,_mol m-2 s-1
Plantago euryphylla,Atkin 2007,day/night,*,*,13,*,*,*,*,*,7,air,chamber,about 2,N,pot,*,*,*,1,1.5,0.4,0.4,0.2,0.2,4,4,_mol m-2 s-1
Plantago euryphylla,Atkin 2007,day/night,*,*,13,*,*,*,*,*,14,air,chamber,about 2,N,pot,*,*,*,1,1.8,0.4,0.4,0.2,0.2,4,4,_mol m-2 s-1
Plantago euryphylla,Loveys 2003,day/night,*,*,15,*,*,25,*,*,10,air,"phytotron, growth cabinet",<0.5,*,pot,*,*,*,24.5,37.6,20.7,57.6,6.9,19.2,9,9,nmol g-1 s-1
Plantago lanceolata,Atkin 2006,day/night,*,*,13,*,*,20,*,*,7,air,*,*,*,pot,*,*,*,1.1011,0.6067,0.233480449,0.194682511,0.1348,0.1124,3,3,_mol m-2 s-1
Plantago lanceolata,Atkin 2006,day/night,*,*,13,*,*,27,*,*,14,air,*,*,*,pot,*,*,*,1.1011,0.9213,0.233480449,0.077769081,0.1348,0.0449,3,3,_mol m-2 s-1
Plantago major,Atkin 2006,day/night,*,*,13,*,*,20,*,*,7,air,*,*,*,pot,*,*,*,0.9663,1.0112,0.194682511,0.194682511,0.1124,0.1124,3,3,_mol m-2 s-1
Plantago major,Atkin 2006,day/night,*,*,13,*,*,27,*,*,14,air,*,*,*,pot,*,*,*,0.9663,1.7303,0.194682511,0.272451592,0.1124,0.1573,3,3,_mol m-2 s-1
Plantago major,Atkin 2007,day/night,*,*,13,*,*,*,*,*,7,air,chamber,about 2,N,pot,*,*,*,0.8,1.2,1.2,0.004,0.6,0.002,4,4,_mol m-2 s-1
Plantago major,Atkin 2007,day/night,*,*,13,*,*,*,*,*,14,air,chamber,about 2,N,pot,*,*,*,0.8,1.1,1.2,0.004,0.6,0.002,4,4,_mol m-2 s-1
Poa alpina,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,16.9243,43.1573,12.191,3.8022,6.0955,1.9011,4,4,mmol g-1 s-1
Poa costiniana,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,18.88,24.16,0.96,4.16,0.48,2.08,4,4,nmol g-1 s-1
Poa costiniana,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,18.88,21.44,0.96,6.4,0.48,3.2,4,4,nmol g-1 s-1
Poa pratensis,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,22.6242,23.9542,3.8022,3.8022,1.9011,1.9011,4,4,mmol g-1 s-1
Poa trivialis,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,29.28,35.2,1.28,4.48,0.64,2.24,4,4,nmol g-1 s-1
Poa trivialis,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,29.28,36.32,1.28,1.6,0.64,0.8,4,4,nmol g-1 s-1
Populus balsamifera,Salim 2010,day/night,19,10,*,27,16,*,8,6,*,air,*,*,*,pot,*,*,*,1.32,1.75,0.18,0.36,0.18,0.36,15,15,_mol m-2 s-1
Populus balsamifera,Salim 2010,day/night,19,10,*,27,16,*,8,6,*,air,*,*,*,pot,*,*,*,1.15,1.69,0.15,0.26,0.15,0.26,15,15,_mol m-2 s-1
Populus deltoides,Griffin 2002a,night,*,10,*,*,15,*,0,5,*,air,chamber,0.17,*,pot,*,*,*,0.6127,0.8039,0.327741728,0.351991676,0.1338,0.1437,6,6,_mol m-2 s-1
Populus deltoides,Griffin 2002a,night,*,10,*,*,20,*,0,10,*,air,chamber,0.17,*,pot,*,*,*,0.6127,1.0341,0.327741728,0.374526982,0.1338,0.1529,6,6,_mol m-2 s-1
Populus deltoides,Griffin 2002a,night,*,10,*,*,15,*,0,5,*,air,chamber,0.17,*,pot,*,*,*,0.6556,0.9561,0.234171219,0.234171219,0.0956,0.0956,6,6,_mol m-2 s-1
Populus deltoides,Griffin 2002a,night,*,10,*,*,20,*,0,10,*,air,chamber,0.17,*,pot,*,*,*,0.6556,1.3542,0.234171219,0.257441372,0.0956,0.1051,6,6,_mol m-2 s-1
Populus deltoides,Griffin 2002b,night,*,10,*,*,15,*,0,5,*,air,chamber,0.17,*,pot,*,*,*,0.5389,0.8222,0.733350312,0.666493151,0.2117,0.1924,12,12,_mol m-2 s-1
Populus deltoides,Griffin 2002b,night,*,10,*,*,20,*,0,10,*,air,chamber,0.17,*,pot,*,*,*,0.5389,1.2222,0.733350312,0.666493151,0.2117,0.1924,12,12,_mol m-2 s-1
Populus deltoides,Griffin 2002b,night,*,10,*,*,15,*,0,5,*,air,chamber,0.17,*,pot,*,*,*,0.65,0.9444,0.466614488,0.5999824,0.1347,0.1732,12,12,_mol m-2 s-1
Populus deltoides,Griffin 2002b,night,*,10,*,*,20,*,0,10,*,air,chamber,0.17,*,pot,*,*,*,0.65,1.3444,0.466614488,0.533471649,0.1347,0.154,12,12,_mol m-2 s-1
Populus deltoides,Griffin 2002b,night,*,10,*,*,15,*,0,5,*,air,chamber,0.17,*,pot,*,*,*,1.0278,1.2611,0.333246575,0.266735824,0.0962,0.077,12,12,_mol m-2 s-1
Populus deltoides,Griffin 2002b,night,*,10,*,*,20,*,0,10,*,air,chamber,0.17,*,pot,*,*,*,1.0278,1.5279,0.333246575,0.333246575,0.0962,0.0962,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2002,day,25,20,*,28,20,*,3,0,*,air,chamber,0.3,*,pot,*,*,*,0.6325,0.6976,0.390750662,0.27886018,0.1128,0.0805,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2002,day,25,15,*,28,20,*,3,5,*,air,chamber,0.3,*,pot,*,*,*,0.3537,0.5881,0.42920219,0.384515279,0.1239,0.111,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2002,day,25,20,*,31,20,*,6,0,*,air,chamber,0.3,*,pot,*,*,*,0.6325,0.6559,0.390750662,0.27886018,0.1128,0.0805,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2002,day,25,15,*,31,25,*,6,10,*,air,chamber,0.3,*,pot,*,*,*,0.3537,0.6438,0.42920219,0.238330191,0.1239,0.0688,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,20,*,0,5,*,air,chamber,0.1,*,pot,*,*,*,1.1684,1.3106,0.757945433,0.473542691,0.2188,0.1367,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,25,*,0,10,*,air,chamber,0.1,*,pot,*,*,*,1.1684,1.3895,0.757945433,0.757945433,0.2188,0.2188,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,20,*,0,5,*,air,chamber,0.1,CO2,pot,*,*,*,0.9553,1.1211,0.568459075,0.473542691,0.1641,0.1367,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,25,*,0,10,*,air,chamber,0.1,CO2,pot,*,*,*,0.9553,1.3026,0.568459075,0.473542691,0.1641,0.1367,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,20,*,0,5,*,air,chamber,0.1,CO2,pot,*,*,*,1.3816,1.3975,1.424092174,0.852515407,0.4111,0.2461,12,12,_mol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,25,*,0,10,*,air,chamber,0.1,CO2,pot,*,*,*,1.3816,1.5553,1.424092174,1.042001766,0.4111,0.3008,12,12,_mol m-2 s-1
Populus deltoides _ nigra,Ow 2008a,day/night,20,15,*,25,20,*,5,5,*,air,chamber,7d,*,pot,*,*,*,1.2752,1.9358,0.285388297,0.337431356,0.1009,0.1193,8,8,_mol m-2 s-1
Populus tremuloides,Tjoelker 1999a,day/night,18,12,*,24,18,*,6,6,*,air,growth chamber,0.6 - 3,*,pot,*,*,*,20.1142,29.4858,17.82861109,17.14275396,7.2785,6.9985,6,6,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999a,day/night,18,12,*,30,24,*,12,12,*,air,growth chamber,0.6 - 3,*,pot,*,*,*,20.1142,39.3168,17.82861109,21.25716189,7.2785,8.6782,6,6,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999a,day/night,18,12,*,24,18,*,6,6,*,air,growth chamber,0.6 - 3,CO2,pot,*,*,*,16.9142,27.5437,17.82861109,15.08567248,7.2785,6.1587,6,6,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999a,day/night,18,12,*,30,24,*,12,12,*,air,growth chamber,0.6 - 3,CO2,pot,*,*,*,16.9142,37.3741,17.82861109,17.14275396,7.2785,6.9985,6,6,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",1,*,pot,*,*,*,26.9466,36.647,4.850261876,3.233565653,2.8003,1.8669,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",1,*,pot,*,*,*,26.9466,48.3235,4.850261876,13.47293041,2.8003,7.7786,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",1,*,pot,*,*,*,26.9466,36.2877,4.850261876,4.88005315,2.8003,2.8175,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",1,*,pot,*,*,*,26.9466,45.4493,4.850261876,7.005972312,2.8003,4.0449,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",1,CO2,pot,*,*,*,26.9466,37.7248,10.77837897,8.083827529,6.2229,4.6672,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",1,CO2,pot,*,*,*,26.9466,54.2516,10.77837897,23.17986275,6.2229,13.3829,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",1,CO2,pot,*,*,*,26.9466,38.6226,10.77837897,7.544813318,6.2229,4.356,3,3,nmol g-1 s-1
Populus tremuloides,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",1,CO2,pot,*,*,*,26.9466,48.6837,10.77837897,11.31739318,6.2229,6.5341,3,3,nmol g-1 s-1
Ranunculus acris,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,16.7942,17.5573,19.8474,9.542,9.9237,4.771,4,4,mmol g-1 s-1
Ranunculus acris,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,6.4885,11.1641,3.4352,4.2674,1.7176,2.1337,4,4,mmol g-1 s-1
Saxifraga biflora,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,3.5882,19.541,1.5266,1.5568,0.7633,0.7784,4,4,mmol g-1 s-1
Saxifraga muscoides,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,3.5119,11.2966,1.2212,1.8318,0.6106,0.9159,4,4,mmol g-1 s-1
Silene dioica,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,18.88,22.08,1.6,1.28,0.8,0.64,4,4,nmol g-1 s-1
Silene dioica,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,18.88,21.12,1.6,0.64,0.8,0.32,4,4,nmol g-1 s-1
Silene dioica,Loveys 2003,day/night,*,*,15,*,*,25,*,*,10,air,"phytotron, growth cabinet",<0.5,*,pot,*,*,*,38.5,62.5,39.6,38.7,13.2,12.9,9,9,nmol g-1 s-1
Silene uniflora,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,16.48,23.36,2.88,3.52,1.44,1.76,4,4,nmol g-1 s-1
Silene uniflora,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,16.48,25.76,2.88,5.12,1.44,2.56,4,4,nmol g-1 s-1
